d2_1,d2_2,d2_3
2000,90,1
1.08888888888889,3.805e-13,1.053515440195e-16
100000000,0,3.55039086768124e-17
0.710036404109112,2.53637205745538e-13,7.02425206666361e-17
0.69977805765259,2.49143502309265e-13,7.15094574061715e-17
0.615485931306129,2.32890565170859e-13,7.64999503236125e-17
0.901989698712138,2.6220046833293e-13,6.79484547822649e-17
0.688598921928038,2.50354509864809e-13,7.11635539380914e-17
0.692168094873988,2.50280346888581e-13,7.11846410950521e-17
1.19663298224931,2.77704914446199e-13,6.41548483286218e-17
0.726719337290128,2.52910955698618e-13,7.04442265745079e-17
1.20473623413923,2.79005276404147e-13,6.38558413519091e-17
0.596761654780718,2.45303258394703e-13,7.26289442015562e-17
0.834007243324085,2.62054843866026e-13,6.79862138916126e-17
0.745606601120504,2.58621272185862e-13,6.88888292746659e-17
0.75510246834275,2.56896128704941e-13,6.93514408186023e-17
0.464663069165621,2.2847136651183e-13,7.79796476837122e-17
0.552087784151923,2.37075647910842e-13,7.51495011124421e-17
0.716904019896525,2.52452183299893e-13,7.05722423689426e-17
0.785408068600627,2.59706587027089e-13,6.86009425881464e-17
0.696734642042276,2.55938082043043e-13,6.96110423434856e-17
1.90147730379681,2.98669556304612e-13,5.96515992016213e-17
1.01793654162606,2.68468782474391e-13,6.63619676828097e-17
0.881277871247524,2.63709358080938e-13,6.7559667946788e-17
0.592720758406111,2.43483106546663e-13,7.31718800498973e-17
0.512799629505938,2.34859334858114e-13,7.58586695188082e-17
1.20312854527253,2.72506321532443e-13,6.53787279730597e-17
0.555707579437075,2.3994260091634e-13,7.42515776621955e-17
0.848637692688868,2.58771096447184e-13,6.88489437615576e-17
0.848909431543923,2.64662744472214e-13,6.73162998514861e-17
0.727617746364286,2.52838794283651e-13,7.04643316975382e-17
0.829519675390698,2.578568714688e-13,6.90930459402727e-17
0.981748045492364,2.71791549772626e-13,6.55506644018673e-17
0.587152120607532,2.44728341142731e-13,7.27995645425392e-17
0.776552286308998,2.52874166450698e-13,7.04544751109732e-17
0.867341137037488,2.66526289388941e-13,6.68456260253177e-17
0.719901165183531,2.54112067979135e-13,7.01112576356335e-17
0.69306680049874,2.51555162303791e-13,7.08238960522429e-17
0.620996131552893,2.44869804845955e-13,7.27575075155416e-17
0.641772738168938,2.41404218569602e-13,7.38020104701361e-17
0.72385644666581,2.532300236716e-13,7.0355467365566e-17
0.764747418873472,2.5599282254737e-13,6.95961569903469e-17
0.855247457690785,2.6036044001949e-13,6.84286624537703e-17
0.816856233063254,2.54631484813306e-13,6.99682393144408e-17
1.01307729809841,2.7417190383219e-13,6.49815550659535e-17
0.735713544987151,2.56600994355535e-13,6.9431206652783e-17
0.72624312643487,2.49322139712335e-13,7.14582214277674e-17
0.784308787899552,2.55288004043906e-13,6.97883033444246e-17
0.68096250274044,2.49231738913238e-13,7.14841405998089e-17
0.720090816464426,2.49958419896687e-13,7.12763213728609e-17
0.607399751838029,2.4654329559855e-13,7.22636428752012e-17
1.05527097223263,2.76063873761812e-13,6.45362119412283e-17
0.738272194370081,2.45785486875257e-13,7.2486446994533e-17
0.632181986563602,2.49476395232762e-13,7.14140375877497e-17
1.19127087465673,2.79702510851758e-13,6.36966633304601e-17
0.855299795027948,2.62799838429797e-13,6.77934840936672e-17
0.612840817965951,2.45994929263153e-13,7.24247313543198e-17
0.661795091579917,2.50623887610401e-13,7.10870653084125e-17
0.903625419803246,2.61864574808094e-13,6.803561222233e-17
0.693085324495163,2.5132726737054e-13,7.08881167284642e-17
0.750110740209575,2.5472703845191e-13,6.9941992709864e-17
0.726720638764055,2.49361170823755e-13,7.14470364714519e-17
0.724825521130488,2.53341566404062e-13,7.03244908417174e-17
0.565123215786853,2.39739680088331e-13,7.43144257965328e-17
0.564585074485154,2.44198650543567e-13,7.29574738711761e-17
0.891625383283278,2.63693001273198e-13,6.75638586552795e-17
0.662988757481527,2.49898819080221e-13,7.12933207607097e-17
0.7208950406662,2.51504432781993e-13,7.08381815355596e-17
1.0601921264146,2.68309110090866e-13,6.6401460093454e-17
0.856154931085181,2.5828377539249e-13,6.89788456101637e-17
0.775028816511788,2.5806452215187e-13,6.90374504711037e-17
0.555276099663774,2.36492962321631e-13,7.53346589746668e-17
0.524250858084183,2.37178667991003e-13,7.51168594432137e-17
0.780763005696901,2.60889132372594e-13,6.82899916312509e-17
0.997325563879702,2.71170305989437e-13,6.57008391881327e-17
1.10129313500162,2.77723216483941e-13,6.41506205061506e-17
0.840257127433022,2.61336749078273e-13,6.81730247630525e-17
0.925295743135188,2.67778462167614e-13,6.65330457206709e-17
0.793203319252663,2.59217176001426e-13,6.87304635488766e-17
0.576423697859075,2.37593921390774e-13,7.49855743872605e-17
0.725427825137778,2.51847637081075e-13,7.07416471041711e-17
0.710311179393424,2.49699860536369e-13,7.13501266205707e-17
0.683993253861582,2.53389117226682e-13,7.03112937974778e-17
0.646761426659068,2.45922647010991e-13,7.2446018628014e-17
0.522761108657465,2.36642091997973e-13,7.52871837634082e-17
0.791801163729634,2.59506587884536e-13,6.86538126513221e-17
0.964601357095854,2.67422527874136e-13,6.66215999378856e-17
0.666021164782769,2.51493621405935e-13,7.08412267747014e-17
