d1_1,d1_2,d1_3
4000,90,1
1.30666666666667,3.805e-13,1.0077968456205e-16
100000000,0,6.71864620842236e-17
1.74221959422255,5.07333158019716e-13,1.3437295918319e-16
1.74221941674263,5.073331296485e-13,1.3437296669763e-16
1.74222094301253,5.07333272057792e-13,1.34372928978915e-16
1.74222031305225,5.07333208056744e-13,1.34372945930315e-16
1.74222249321185,5.07333326333342e-13,1.34372914603426e-16
1.74222463657369,5.07333460839085e-13,1.34372878978083e-16
1.74221667090794,5.07333022035127e-13,1.34372995200265e-16
1.74222616327548,5.073335395425e-13,1.34372858132616e-16
1.7422168078226,5.07332994476816e-13,1.34373002499402e-16
1.74222375275905,5.07333420520767e-13,1.34372889656836e-16
1.74222482204944,5.07333498359153e-13,1.34372869040478e-16
1.74222480798232,5.07333485134534e-13,1.34372872543165e-16
1.7422242614972,5.07333436788505e-13,1.34372885348145e-16
1.74222461874533,5.07333471846443e-13,1.34372876062662e-16
1.74221825191211,5.07333088886232e-13,1.34372977493982e-16
1.74222508612574,5.0733348208638e-13,1.34372873350502e-16
1.7422237380274,5.07333426220511e-13,1.34372888147196e-16
1.74222214674255,5.07333319561112e-13,1.34372916397127e-16
1.74222594719423,5.07333585033731e-13,1.34372846083765e-16
1.742220555663,5.07333231976492e-13,1.343729395949e-16
1.74222015833664,5.07333224559287e-13,1.3437294155943e-16
1.74222229816641,5.07333320788265e-13,1.34372916072102e-16
1.74221681165486,5.07333022088314e-13,1.34372995186178e-16
1.742221975536,5.07333341555657e-13,1.34372910571626e-16
1.74222011388733,5.07333218821985e-13,1.34372943079019e-16
1.74222388098314,5.07333423074156e-13,1.34372888980543e-16
1.74222001341412,5.07333206677395e-13,1.34372946295651e-16
1.74222114080358,5.07333272644335e-13,1.34372928823563e-16
1.74221931818274,5.07333129253404e-13,1.34372966802276e-16
1.7422222275221,5.07333320255152e-13,1.34372916213303e-16
1.74222109094429,5.07333251293768e-13,1.34372934478501e-16
1.74222194336764,5.07333322912476e-13,1.34372915509481e-16
1.7422224478919,5.07333305643893e-13,1.34372920083259e-16
1.74222004420702,5.07333194225918e-13,1.34372949593566e-16
1.74222400521702,5.07333452662094e-13,1.34372881143849e-16
1.74222113774872,5.07333290596626e-13,1.34372924068696e-16
1.74222145310037,5.07333310811786e-13,1.34372918714484e-16
1.74222064726733,5.07333284255695e-13,1.34372925748163e-16
1.74222419318561,5.07333459816262e-13,1.34372879248989e-16
1.7422233031759,5.0733342080187e-13,1.34372889582383e-16
1.74222681869353,5.07333613748179e-13,1.3437283847843e-16
1.74222368488249,5.07333421317146e-13,1.34372889445906e-16
1.74222242800487,5.0733333931073e-13,1.3437291116622e-16
1.74222065460342,5.0733323987573e-13,1.34372937502697e-16
1.74222426915715,5.07333437284194e-13,1.34372885216857e-16
1.74222526068446,5.07333519143308e-13,1.34372863535566e-16
1.74221852041204,5.07333106435221e-13,1.34372972845932e-16
1.74222379240844,5.07333426533539e-13,1.34372888064287e-16
1.74222221064095,5.07333308978401e-13,1.34372919200077e-16
1.74222379374485,5.07333457401935e-13,1.3437287988845e-16
1.74222382012391,5.07333418770821e-13,1.34372890120329e-16
1.7422200689211,5.07333200483726e-13,1.34372947936115e-16
1.74222498414099,5.07333498350599e-13,1.34372869042744e-16
1.74222155414228,5.07333285877524e-13,1.34372925318603e-16
1.74222158254843,5.07333309454515e-13,1.34372919073973e-16
1.74222189871038,5.07333303977171e-13,1.34372920524709e-16
1.74222437459465,5.073334564954e-13,1.34372880128556e-16
1.74221556592244,5.07332949615443e-13,1.34373014381456e-16
1.74222232352839,5.07333361349012e-13,1.34372905329134e-16
1.74222140755931,5.07333246357914e-13,1.34372935785817e-16
1.74221750774356,5.07333050758049e-13,1.34372987592669e-16
1.7422211344985,5.07333255996667e-13,1.34372933232885e-16
1.74222471407529,5.07333456642189e-13,1.34372880089677e-16
1.74222623381037,5.07333557147131e-13,1.34372853469836e-16
1.74222633536542,5.07333527789139e-13,1.34372861245623e-16
1.74222692114162,5.07333586801868e-13,1.34372845615455e-16
1.74222454452282,5.07333453343268e-13,1.34372880963433e-16
1.74222274097433,5.07333365484092e-13,1.34372904233912e-16
1.74221873136237,5.07333136084895e-13,1.34372964992877e-16
1.74221913550173,5.07333164846178e-13,1.34372957375124e-16
1.74222463228221,5.0733346711368e-13,1.34372877316187e-16
1.74222200387544,5.07333297556526e-13,1.34372922225289e-16
1.74222206232441,5.07333308248225e-13,1.34372919393472e-16
1.74222511169111,5.07333505602026e-13,1.34372867122124e-16
1.7422212110275,5.0733328130287e-13,1.34372926530252e-16
