d2_1,d2_2,d2_3
2000,32,1
6.32908587257618,3.8167e-13,6.56657914242124e-17
100000000,0,3.3926353427662e-17
6.22594411298245,3.79838450953858e-13,6.5982426344519e-17
10.069938944026,4.15128567045296e-13,6.03732544625012e-17
4.8662883665471,3.63372464260955e-13,6.897237704528e-17
6.00796538874778,3.76582943471417e-13,6.65528352979731e-17
5.85888945281876,3.75920314860827e-13,6.66701468957798e-17
5.22087733026375,3.68608603739693e-13,6.79926142759762e-17
7.05492147385115,3.89359470586984e-13,6.43689559550088e-17
8.02742500133527,3.98300217415547e-13,6.29240495410809e-17
7.12517406484023,3.89772510586421e-13,6.43007444911182e-17
9.10812657370065,4.06331722583023e-13,6.16803001585934e-17
6.86305243966991,3.87350743217263e-13,6.47027611324903e-17
5.75084223117381,3.74920128180412e-13,6.68480050258037e-17
6.46253373280742,3.83251331447224e-13,6.53948481228705e-17
6.78685125300051,3.86740867908068e-13,6.4804794870649e-17
4.2943443728154,3.54213088026903e-13,7.07558909030928e-17
6.05255450984143,3.78288033098869e-13,6.6252856077868e-17
5.45673331788925,3.71042253708154e-13,6.7546653682716e-17
5.97110370570115,3.76018499755969e-13,6.66527381741708e-17
8.78337027279507,4.05134691335139e-13,6.18625438623486e-17
6.24404003553262,3.80749970499608e-13,6.58244637024994e-17
6.69547596805114,3.85794442988863e-13,6.49637729841604e-17
6.58255816142869,3.8454560336435e-13,6.51747475295737e-17
5.96158824134255,3.77487436394318e-13,6.63933688820812e-17
7.94296156517,3.97488862071759e-13,6.30524902817391e-17
4.71495495580839,3.61350020983908e-13,6.93584091807629e-17
5.83457951212512,3.74215260963259e-13,6.6973919097703e-17
6.70281434254255,3.85336883077491e-13,6.5040912805222e-17
5.02126104790048,3.65216403939369e-13,6.86241426796368e-17
6.0094620907888,3.78297537275801e-13,6.62511915709538e-17
7.00137145715916,3.8893359771311e-13,6.44394384034834e-17
5.38009664872894,3.70659224093873e-13,6.76164546401029e-17
4.66032992389812,3.59144683450714e-13,6.9784306347162e-17
6.80129019035131,3.86368737549357e-13,6.48672114929523e-17
5.70395061055755,3.73345987022368e-13,6.71298567121803e-17
6.90628862904035,3.87837132755011e-13,6.46216169010066e-17
5.40857809096718,3.70793619861926e-13,6.75919467606046e-17
5.69335849006607,3.74588703257075e-13,6.69071501488366e-17
6.06785112343492,3.78038723659769e-13,6.62965485922952e-17
6.62652587758428,3.85008673511233e-13,6.50963584386571e-17
6.19741763996305,3.80330214506375e-13,6.58971116596866e-17
6.87329541983842,3.87318648958768e-13,6.47081225762181e-17
7.99842383967723,3.98440657261887e-13,6.29018704695238e-17
5.762928562098,3.72950081664815e-13,6.72011184472778e-17
7.32079778579036,3.9179784792204e-13,6.39683519085233e-17
4.35103524416527,3.55247514387826e-13,7.05498605840155e-17
