d2_1,d2_2,d2_3
2000,32,1
6.32908587257618,3.8167e-13,6.56657914242124e-17
100000000,0,3.12412548602576e-17
9.29012057148931,4.07584504308772e-13,6.14907150490993e-17
6.96501942235475,3.87612199888745e-13,6.4659117076482e-17
7.99733262844296,3.9798926298462e-13,6.29732129578774e-17
5.34950223366065,3.70387443953747e-13,6.76660697386083e-17
5.657330573447,3.7367112040682e-13,6.70714466389405e-17
5.36446423045078,3.70566146552019e-13,6.76334383107522e-17
4.80588385250761,3.61170080088799e-13,6.93929646849957e-17
5.1630677953439,3.66317149134795e-13,6.84179342192268e-17
5.87237295670458,3.76187238573298e-13,6.66228410828875e-17
5.43422527605021,3.7002157530587e-13,6.7732976359991e-17
6.96602159392372,3.87942512869492e-13,6.46040631832235e-17
7.03901969831523,3.89322105545641e-13,6.43751337411303e-17
6.26900546275312,3.81188944841333e-13,6.57486607417518e-17
9.23920144114549,4.07844283429693e-13,6.14515481303776e-17
7.60445981145737,3.94811032699695e-13,6.34801475569263e-17
6.73788734380647,3.86243150681607e-13,6.48883030512018e-17
4.526231351477,3.5828011346613e-13,6.9952703683199e-17
8.41166771283211,4.00427564763984e-13,6.25897535991342e-17
6.72585891143751,3.86016952007395e-13,6.49263263764618e-17
7.25490575578104,3.9058900595454e-13,6.41663288797128e-17
7.36558930223488,3.92478100532943e-13,6.38574804017007e-17
5.85210981442309,3.75901891433932e-13,6.66734144839601e-17
6.22816124911041,3.80762262680144e-13,6.58223386857347e-17
6.84935209040334,3.86698343958168e-13,6.48119212416134e-17
7.76897231685586,3.96336833569812e-13,6.32357643551302e-17
6.60652712637089,3.84080451605043e-13,6.525367929595e-17
5.89015443714873,3.76721841667848e-13,6.6528297116833e-17
6.34662103888512,3.80963944868718e-13,6.57874923610313e-17
5.92628007792798,3.76801717237821e-13,6.65141942467865e-17
6.15125807635813,3.79218655782281e-13,6.60902680570342e-17
5.13923093640563,3.67550082611654e-13,6.81884287300237e-17
5.09735607528265,3.62661865028265e-13,6.91075214399115e-17
6.41117302475591,3.81507043416552e-13,6.56938398526871e-17
5.07919951363183,3.66583429545503e-13,6.83682365129059e-17
6.27770042067666,3.79960162533637e-13,6.59612903778048e-17
6.53893472303767,3.84112751290169e-13,6.52481921745579e-17
7.25646819984565,3.91313812507921e-13,6.40474775276986e-17
7.02231380937451,3.87739963835696e-13,6.46378112922592e-17
6.98620574147258,3.88785982107069e-13,6.44639049922768e-17
4.67071563752362,3.61309905265479e-13,6.93661099450453e-17
6.36788419820091,3.82296637631176e-13,6.55581560125008e-17
4.80745980678466,3.61713139472334e-13,6.92887812962517e-17
6.76472895791034,3.86510527394822e-13,6.48434152151244e-17
7.69588913533534,3.95299628368464e-13,6.34016852389193e-17
10.5486131494268,4.17886659213277e-13,5.99747851727611e-17
