d3_1,d3_2,d3_3
2000,90,2
0.46875,3.81e-13,9.35554765833059e-17
100000000,0,3.06801108924585e-17
0.324432978047157,2.55626792293757e-13,6.19733970734754e-17
0.38005656612579,2.63070017009494e-13,6.02199402331285e-17
0.294483583120153,2.50266016582829e-13,6.33008864637307e-17
0.347739716312567,2.58139239237343e-13,6.13702153467416e-17
0.315547568419185,2.54446059457189e-13,6.22609787521792e-17
0.4929054971044,2.74385588306847e-13,5.773648973037e-17
0.263425612603327,2.4551573590128e-13,6.45256429013974e-17
0.30503391661581,2.52757398324162e-13,6.26769416304971e-17
0.336480811319686,2.5737582382767e-13,6.15522486371802e-17
0.299980927435424,2.51859137532424e-13,6.29004802313369e-17
0.287875503310103,2.50116037799687e-13,6.33388440053868e-17
0.282611742093845,2.49246804477186e-13,6.35597344353912e-17
0.382534194697192,2.60946887504943e-13,6.07099048121037e-17
0.475745348871641,2.73663826511073e-13,5.7888764121329e-17
0.446309956172081,2.70631324404719e-13,5.85374244326151e-17
0.327029320462735,2.5610447040778e-13,6.18578062156253e-17
0.27141367103201,2.46460832341679e-13,6.42782082285483e-17
0.268302909469218,2.46348677704018e-13,6.43074720314661e-17
0.282566454587092,2.49227597391794e-13,6.35646327582877e-17
0.358245288133722,2.60308453660962e-13,6.08588022349563e-17
0.424386276855649,2.67392555751487e-13,5.92464538024136e-17
0.319434890122764,2.54971243371697e-13,6.21327350172789e-17
0.336526630134663,2.55980931194849e-13,6.18876594732795e-17
0.302692996970517,2.52450863072204e-13,6.27530463102786e-17
0.297933834276655,2.51784095460303e-13,6.2919227175481e-17
0.223324373716786,2.3867538895635e-13,6.6374923575958e-17
0.297323839486865,2.51318411098809e-13,6.30358143367828e-17
0.332337669149494,2.5599448589232e-13,6.18843825726134e-17
0.245906903304102,2.43139369691538e-13,6.51562958378071e-17
0.270490160415949,2.47220970657739e-13,6.40805699423132e-17
0.420552299800959,2.68019123011353e-13,5.91079491770771e-17
0.343944537344041,2.5842709278752e-13,6.13018570559289e-17
0.356821090780037,2.60201122596526e-13,6.08839060468038e-17
0.261610646070885,2.45919455286927e-13,6.44197128810165e-17
0.309280336599031,2.5336306039363e-13,6.25271129770348e-17
0.379587133230199,2.63123441309558e-13,6.02077132413376e-17
0.355751794408711,2.60056679728877e-13,6.09177226978211e-17
0.352141752345358,2.59568541591714e-13,6.10322830505341e-17
0.271523952653275,2.47375146172416e-13,6.40406319978409e-17
0.244346624597992,2.42584492453189e-13,6.53053315207148e-17
0.249354599242151,2.4337490004355e-13,6.50932396833238e-17
0.301596005217822,2.51899099283351e-13,6.28905015798399e-17
0.29750900375397,2.51697697970769e-13,6.29408247638387e-17
0.375644927160479,2.62640295279918e-13,6.03184697327407e-17
0.515312596078998,2.76520359540813e-13,5.72907569183946e-17
0.309390271609754,2.53015956186086e-13,6.26128918517235e-17
0.358376432912119,2.5929313455897e-13,6.1097108214552e-17
0.314721226917847,2.52719485843019e-13,6.2686344302237e-17
0.305138014343885,2.51460286827327e-13,6.30002490704158e-17
0.37810154229964,2.58343834328489e-13,6.1321613277971e-17
0.318053249642912,2.54586634599126e-13,6.22266000977815e-17
0.428558018418657,2.68621368827237e-13,5.89754298796258e-17
0.244050648272391,2.41792904801951e-13,6.55191297462423e-17
0.288198779510741,2.49851613904578e-13,6.34058770078232e-17
0.268723911179292,2.46889238733186e-13,6.41666715921967e-17
0.340378282768982,2.57936681829847e-13,6.14184093129115e-17
0.327558335455713,2.56128192112572e-13,6.18520771601629e-17
0.296255069148207,2.51505386327739e-13,6.29889519773381e-17
0.336245745175842,2.57368239393458e-13,6.15540625322491e-17
0.370811961493506,2.61688222998753e-13,6.05379199717188e-17
0.26660425531552,2.46764848738335e-13,6.41990169282109e-17
0.386817153028714,2.63922592240743e-13,6.00254058090983e-17
0.249480666444228,2.43811923218623e-13,6.49765626401891e-17
0.334639668052732,2.57179114537876e-13,6.15993282732399e-17
0.315728788008707,2.54109204627321e-13,6.23435137844532e-17
0.271498340057033,2.45885754848441e-13,6.4428542073145e-17
0.242255010377236,2.42263880292817e-13,6.53917566345095e-17
0.273048101968274,2.47842763275947e-13,6.391980339487e-17
0.244913641068654,2.42807941003129e-13,6.52452330677095e-17
0.416711154867462,2.67065635455967e-13,5.93189785514422e-17
0.353049240063678,2.59701307920646e-13,6.10010816975957e-17
0.352706730741096,2.59473164406046e-13,6.10547173065217e-17
0.305697019781186,2.52983805953793e-13,6.26208489579501e-17
0.661296099403524,2.90066608883574e-13,5.46152511742517e-17
0.402638023310699,2.65145160405306e-13,5.97486323236046e-17
0.334786301337797,2.57188773750895e-13,6.15970147934371e-17
0.297184465205994,2.51542577353393e-13,6.29796389467031e-17
0.264484355681172,2.46395734930051e-13,6.42951904420635e-17
0.331017026741171,2.56554973053006e-13,6.17491858096498e-17
0.292524845750345,2.49665397029195e-13,6.34531692815535e-17
0.262718652462676,2.46113166847946e-13,6.43690092014758e-17
0.226588503665772,2.38997512955636e-13,6.62854625787695e-17
0.447894585920154,2.69300350306247e-13,5.88267363314763e-17
0.309609543900736,2.52977401596241e-13,6.26224342628208e-17
0.335173709559171,2.57241137917324e-13,6.15844760666988e-17
0.376358609632211,2.61874023214571e-13,6.049496817964e-17
0.346773767989081,2.58210640895197e-13,6.13532449573596e-17
0.368472831554985,2.61384519188275e-13,6.06082592444153e-17
0.327116342078497,2.56019216700106e-13,6.18784046980223e-17
0.269290479770091,2.469994802382e-13,6.41380325422634e-17
0.324968190552518,2.55387740244175e-13,6.20314063873751e-17
0.272415643881445,2.47603822613186e-13,6.39814867728789e-17
0.337349343201571,2.57560999775912e-13,6.15079950583473e-17
0.303622854307179,2.51929663609841e-13,6.28828716493432e-17
0.274968096241305,2.4816516312854e-13,6.38367629917266e-17
0.269839200944606,2.46998303233971e-13,6.41383381748711e-17
0.334894695669584,2.57210756112037e-13,6.15917504419576e-17
0.474518866066007,2.72098180834026e-13,5.82218545264847e-17
0.321860328299265,2.55348160484207e-13,6.2041021448516e-17
0.342971176224353,2.57854482564965e-13,6.14379883717882e-17
0.322147944861336,2.55356267035589e-13,6.20390518914967e-17
0.319508695231359,2.54954538203564e-13,6.21368060873307e-17
0.419071103014005,2.67105669185509e-13,5.93100878380729e-17
0.402098676461291,2.6591204166393e-13,5.95763193058464e-17
0.365486426875564,2.60876424303321e-13,6.07263026689612e-17
0.357433035909945,2.60055701918239e-13,6.09179517487394e-17
0.247400929710005,2.42729414616111e-13,6.52663408202704e-17
0.333359743783118,2.56499884512602e-13,6.17624476967804e-17
0.422075381536482,2.67878833703189e-13,5.91389042666689e-17
0.247481214518405,2.4274572687148e-13,6.52619549913942e-17
0.317654669880013,2.54721009899648e-13,6.21937731311645e-17
0.286889443677455,2.50004647746979e-13,6.33670647494242e-17
0.307265415621577,2.52546786005436e-13,6.27292112959172e-17
0.252706888738553,2.43889927098805e-13,6.49557810356877e-17
0.382866734196907,2.63554443455725e-13,6.01092529259563e-17
0.381308948037836,2.63302198630825e-13,6.01668378912851e-17
0.287273448335448,2.50095490513467e-13,6.33440477831677e-17
0.239589059274242,2.42039789863377e-13,6.54522990223306e-17
0.358981061359467,2.60353032458246e-13,6.08483817217703e-17
0.288307496303102,2.50148554743587e-13,6.33306105553102e-17
0.341157724916251,2.57541511783658e-13,6.15126493267912e-17
0.291666350298488,2.50842815870724e-13,6.31553295494987e-17
0.266798368072762,2.46816636098568e-13,6.41855466140993e-17
0.452301266861813,2.71432568513147e-13,5.83646273113776e-17
0.280124287192029,2.472786287123e-13,6.40656282507594e-17
0.295839411547083,2.51492682733061e-13,6.29921337244426e-17
0.379901790320984,2.62744792538357e-13,6.02944802383745e-17
0.313909132439513,2.54216646206745e-13,6.23171650551792e-17
0.368147572944692,2.61607368087995e-13,6.05566304084796e-17
0.277985956431717,2.48534145636405e-13,6.37419886948494e-17
0.248933774583311,2.43633447798559e-13,6.50241616846399e-17
0.282858554858304,2.48826376027507e-13,6.36671278758991e-17
