d3_1,d3_2,d3_3
20000,45,1
2.91666666666667,3.8167e-13,7.71353504604161e-17
100000000,0,4.0103665771515e-16
26.2614005426341,3.7447997918813e-12,7.86163502627116e-16
36.3769193192814,3.97153443450977e-12,7.41281479380174e-16
47.5134999004509,4.17074337980019e-12,7.05875344736204e-16
21.2756991356184,3.60234301003327e-12,8.17252802640666e-16
33.2579079594111,3.90608179674417e-12,7.53702834251098e-16
27.371340000048,3.77078925699397e-12,7.80745016593593e-16
30.584320976859,3.84996603147018e-12,7.64688544511255e-16
41.4824579616697,4.06269159478851e-12,7.24648881741159e-16
35.0512813501543,3.94573399889058e-12,7.46128583896044e-16
20.7803188012161,3.58870850423343e-12,8.20357774266084e-16
22.5916502374417,3.6433974595838e-12,8.08043852936926e-16
27.9264249907406,3.75760544659081e-12,7.83484312780564e-16
30.6548314402087,3.79763692462971e-12,7.75225483491886e-16
34.1585933797256,3.92420360187758e-12,7.50222266656627e-16
30.9446427644857,3.84915422704277e-12,7.64849820861696e-16
32.2860426080189,3.88041557183733e-12,7.58688049390736e-16
25.7003006583841,3.72983144254955e-12,7.89318489687646e-16
29.6251773679096,3.80287602005018e-12,7.74157481206514e-16
22.3404696795299,3.63424201061203e-12,8.1007949179667e-16
27.3195958417184,3.76816405828231e-12,7.81288944824954e-16
30.1411940966492,3.83966853438265e-12,7.66739340820742e-16
26.7492996861511,3.74058776453892e-12,7.8704874911165e-16
41.1537630720759,4.06290292372285e-12,7.24611189657734e-16
33.7692916378215,3.9072183407645e-12,7.53483594788477e-16
27.8370439328257,3.78467930794427e-12,7.77879625056479e-16
31.9896526719072,3.88151042903025e-12,7.58474046341345e-16
27.0572554211298,3.76521048094015e-12,7.81901818218564e-16
25.6014441652923,3.72371126611137e-12,7.90615789096107e-16
26.1385317708473,3.72888253617771e-12,7.89519351296186e-16
19.0199198810147,3.49828633186764e-12,8.41562022583487e-16
30.6554918396302,3.84923048285777e-12,7.6483466867824e-16
23.2669204158796,3.66107178674068e-12,8.04142910195066e-16
37.3908747729169,3.98137683217207e-12,7.39448950733098e-16
20.8435261072249,3.58579762401297e-12,8.21023724626143e-16
24.5571861669229,3.6571763957278e-12,8.04999431928363e-16
40.1139598270894,4.02953085813583e-12,7.30612328003039e-16
22.3687208007703,3.62776993398348e-12,8.11524703770288e-16
39.9380321695531,4.04069981449024e-12,7.28592831980544e-16
39.8377973257778,4.0391075680101e-12,7.28880048736385e-16
34.7753790208105,3.93899896177954e-12,7.47404340440005e-16
29.6183590290473,3.82185063472059e-12,7.70313966296052e-16
35.3425897628034,3.95229401701673e-12,7.44890159574947e-16
38.8807978892223,4.0172842756709e-12,7.32839579925182e-16
34.8886071467746,3.89496409052738e-12,7.55854188279327e-16
47.2325724540915,4.13042244772982e-12,7.12766056808744e-16
28.1718084554902,3.78890603870211e-12,7.77011858027278e-16
20.6395546843903,3.56485557748198e-12,8.25846898151819e-16
36.7806388694785,3.93518597716335e-12,7.48128535247751e-16
29.8050262458962,3.82229513838823e-12,7.70224384677978e-16
22.4628384334409,3.62750200344657e-12,8.11584643709506e-16
